report_date,client_hash_id,content_hash_id,month,gsc_impressions,ctr,model_score,baseline_score,reason
2026-06-16,client_a80fca3f171ed1de,content_a280a6598b46e6b3,2026-06,2011.0,0.002486325211337643,0.9932038987764347,7.60688453121963,visible_low_ctr
2026-06-11,client_73cda7b4e4f265ea,content_56a905a87294e914,2026-06,479.0,0.014613778705636743,0.9931572612105722,6.173786103901937,low_engagement
2026-06-09,client_a80fca3f171ed1de,content_f971e39b09bfe03c,2026-06,507.0,0.005917159763313609,0.9931572612105722,6.230481447578482,visible_low_ctr|low_engagement
2026-06-29,client_73cda7b4e4f265ea,content_ca7bf07b4f7d26c8,2026-06,288.0,0.013888888888888888,0.9930395067345584,5.666426688112432,monitor
2026-06-03,client_73cda7b4e4f265ea,content_4c6598e1e14d8432,2026-06,685.0,0.00291970802919708,0.9930150908144205,6.530877627725885,visible_low_ctr|low_engagement
2026-06-18,client_e5c2aa26a8598242,content_503e635a5e38a1ce,2026-06,1640.0,0.0024390243902439024,0.9929420593517184,7.403061091090091,visible_low_ctr|low_engagement
2026-06-02,client_1a730cb2640a1abf,content_3681c60acc49fb6f,2026-06,462.0,0.006493506493506494,0.9928211540145664,6.137727054086234,visible_low_ctr|low_engagement
2026-06-19,client_73cda7b4e4f265ea,content_9db1426a315b5f08,2026-06,382.0,0.010471204188481676,0.9928197597643195,5.948034989180646,monitor
2026-06-21,client_e547b89c05043229,content_629b2d2f28c32b39,2026-06,1304.0,0.005368098159509203,0.9927997398186983,7.173958319756794,visible_low_ctr
2026-06-11,client_e5c2aa26a8598242,content_8688bf78ada3963f,2026-06,830.0,0.0036144578313253013,0.992774126958999,6.7226297948554485,visible_low_ctr|low_engagement
2026-06-18,client_e547b89c05043229,content_11f9d9d7555f3d75,2026-06,1716.0,0.0017482517482517483,0.9927055230974797,7.448333860897476,visible_low_ctr
2026-06-23,client_73cda7b4e4f265ea,content_c651a4a1c068ed32,2026-06,778.0,0.002570694087403599,0.9926358313277237,6.658011045870748,visible_low_ctr
2026-06-10,client_73cda7b4e4f265ea,content_95b60e17c0a2771f,2026-06,591.0,0.005076142131979695,0.9926036596465906,6.3835066348840055,visible_low_ctr|low_engagement
2026-06-23,client_a80fca3f171ed1de,content_f8758c939c0b9034,2026-06,1972.0,0.009634888438133874,0.9925216450216449,7.587310506022615,visible_low_ctr
2026-06-09,client_e547b89c05043229,content_c9590a5193a2f679,2026-06,727.0,0.0068775790921595595,0.9923626957911691,6.590301048196686,visible_low_ctr|low_engagement
2026-06-28,client_e547b89c05043229,content_549c4c079b7825ad,2026-06,730.0,0.0013698630136986301,0.9923626957911691,6.594413459749778,visible_low_ctr|low_engagement
2026-06-29,client_73cda7b4e4f265ea,content_3a46c502f6135d0e,2026-06,926.0,0.004319654427645789,0.9922645092694548,6.831953565565855,visible_low_ctr|low_engagement
2026-06-05,client_e5c2aa26a8598242,content_4bfa6e6e6d9f3f5d,2026-06,1842.0,0.0027144408251900108,0.9922277736374328,7.519149957669823,visible_low_ctr|low_engagement
2026-06-04,client_73cda7b4e4f265ea,content_06de5368fbd3bf99,2026-06,1617.0,0.008039579468150896,0.9921338194341078,7.388946097618437,visible_low_ctr|low_engagement
2026-06-09,client_73cda7b4e4f265ea,content_615bb72b480271a8,2026-06,577.0,0.005199306759098787,0.9920359307108438,6.359573868672378,visible_low_ctr
2026-06-24,client_73cda7b4e4f265ea,content_e31c12216aec472b,2026-06,905.0,0.004419889502762431,0.9918929631577521,6.80903930604298,visible_low_ctr|low_engagement
2026-06-29,client_73cda7b4e4f265ea,content_edd2afee4966bf2c,2026-06,1034.0,0.004835589941972921,0.9918866011699831,6.942156705699469,visible_low_ctr|low_engagement
2026-06-03,client_73cda7b4e4f265ea,content_0d6905b49fa1729c,2026-06,786.0,0.001272264631043257,0.9918679622255392,6.668228248417403,visible_low_ctr|low_engagement
2026-06-09,client_73cda7b4e4f265ea,content_c8eb71a24ac6b33f,2026-06,489.0,0.012269938650306749,0.9918557758031441,6.194405391104672,monitor
2026-06-22,client_73cda7b4e4f265ea,content_30f2175b8f9686dc,2026-06,525.0,0.0038095238095238095,0.9918075763125094,6.26530121273771,visible_low_ctr
2026-06-21,client_e547b89c05043229,content_9e4ba661e853e43c,2026-06,927.0,0.005393743257820928,0.991672638475456,6.833031732786201,visible_low_ctr
